Case Number,Date,Type,Country,Area,Location,Activity,Sex,Injury,Fatal (Y/N),Species,Investigator or Source,pdf,href formula,original order,Date_alterated
1963.01.00,1963-01-01 00:00:00,Boat,MOZAMBIQUE,nan,"Limpopo River, 547 km from the sea",,,"no injury to occupant. shark tore chunk from canoe, then bumped 2 other canoes",N,Zambesi shark,"D. Davies, p.185; GSAF",1963.01.00-JopieAveres.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.01.00-JopieAveres.pdf,2446,Yes
1963.00.00.b,1963-01-01 00:00:00,Unprovoked,FIJI,Vita Levu,Korolevu (South coast between Nadi & Suva),,,no details,,,"S. Brown, P. Helfrich",1963.00.00.b-NV-Fiji.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.00.00.b-NV-Fiji.pdf,2445,Yes
1963.00.00.a,1963-01-01 00:00:00,Unprovoked,SEYCHELLES,nan,nan,Fishing,M,fatal,Y,,V.C. Harvey-Grain,1963.00.00.a-Seychelles.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1963.00.00.a-Seychelles.pdf,2444,Yes
1962.12.30,1962-12-30 00:00:00,Provoked,SOUTH AFRICA,KwaZulu-Natal,Shark tank at Oceanographic Research Institute,Diving,M,captive shark bit air hose & minor lacerations on diver's cheek provoked incident,N,"Dusky shark, 1 m ",D. Davies,1962.12.30-Roets.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.12.30-Roets.pdf,2443,No
1962.12.09,1962-12-09 00:00:00,Unprovoked,AUSTRALIA,South Australia,Carrickalinga Head,Spearfishing,M,"fatal, right leg bitten thigh to calf",Y,"White shark, 4.3 m [14'] (or bronze whaler)","H. Edwards, p.63; H.D. Baldridge, p.197; A. MacCormick, pp.91-93; A. Sharpe, p.124; J. West",1962.12.09-Corner.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.12.09-Corner.pdf,2442,No
1962.12.00,1962-12-01 00:00:00,Boat,SOUTH AFRICA,Western Cape Province,Swartklip,Fishing,M,"no injury to occupants, shark jumped onboard, knocking 2 anglers onto the deck",N,"2 m [6'9""], 87.5-kg [193-lb]  shark",T. Wallet; GSAF,1962.12.00-Swift.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.12.00-Swift.pdf,2441,Yes
1962.11.29,1962-11-29 00:00:00,Unprovoked,AUSTRALIA,New South Wales,Sydney,Spearfishing,M,"no injury, shark bit spear & dragged diver 90'",N,3 m [10'] shark,"H.D. Baldridge, p.183; SAF #1130",1962.11.29-May.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.11.29-May.pdf,2440,No
1962.11.25,1962-11-25 00:00:00,Invalid,AUSTRALIA,Queensland,Townsville,,M,"skeletonized, except for head & feet. possible drowning / scavenging",Y,,"H.D. Baldridge, p.162; SAF Case #1124",1962.11.25-Meikel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.11.25-Meikel.pdf,2439,No
1962.11.11,1962-11-11 00:00:00,Unprovoked,USA,California,Farallon Islands,Spearfishing,M,"arm, hand, buttock, leg and thigh bitten",N,"White shark, 4.3 m to 4.9m [14' to 16']","D. Miller & R. Collier; R. Collier, pp.35-36; H.D. Baldridge, pp.73 & 78     ",1962.11.11-LeroyFrench_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.11.11-LeroyFrench_Collier.pdf,2438,No
1962.11.10,1962-11-10 00:00:00,Boat,AUSTRALIA,New South Wales,Off Kisma,Fishing,M,no injury to occupants. shark rammed boat as they were pulling in a flathead,N,3 m [10'] blue whaler,"Sydney Sunday Mirror, 11/11/1962 ",1962.11.10-Bullman-Campbell-boat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.11.10-Bullman-Campbell-boat.pdf,2437,No
1962.11.00,1962-11-01 00:00:00,Sea Disaster,MID ATLANTIC OCEAN,nan,Off Bermuda,Abandoning,M,"no injury, shark bit his boot",N,,Press clippings,1962.11.00-Fisher.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.11.00-Fisher.pdf,2436,Yes
1962.10.28,1962-10-28 00:00:00,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paradise Reef,Spearfishing,M,arm lacerated (minor injury),N,,"D. Davies; M. Levine, GSAF",1962.10.28-Holliday.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.10.28-Holliday.pdf,2435,No
1962.10.25,1962-10-25 00:00:00,Unprovoked,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Wading,M,"fatal, both legs bitten",Y,2.7 m [9'] shark,C.G. Robles,1962.10.25-Nunez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.10.25-Nunez.pdf,2434,No
1962.10.15,1962-10-15 00:00:00,Unprovoked,ADMIRALTY ISLANDS,Manus Island,Sisi  (west coast of island),,M,facial lacerations,N,,SAF Case #1116,1962.10.15-Pasigan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.10.15-Pasigan.pdf,2433,No
1962.10.14,1962-10-14 00:00:00,Boat,AUSTRALIA,South Australia,Port Phillip Bay,,M,"no injury to occupant, shark ""nibbled"" at boat",N,Grey nurse shark,"Strand (London), 10/15/1962",1962.10.14-Wilson-boat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.10.14-Wilson-boat.pdf,2432,No
1962.10.06,1962-10-06 00:00:00,Invalid,USA,California,2 miles off Santa Catalina Island,Fishing,F,drowned due to co2 poisoning - post mortem scavaging,N,Blue shark bites present ,"Long Beach Independent, 10/9/1962; H.D. Baldridge, p147; SAF Case #1080",1962.10.06-Leaf.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.10.06-Leaf.pdf,2431,No
1962.10.00,1962-10-01 00:00:00,Unprovoked,PANAMA,Pinas Bay,nan,Sitting,M,"fatal, body not recovered",Y,,J. Hardie; D. de Sylva,1962.10.00-babyboy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.10.00-babyboy.pdf,2430,Yes
1962.09.30,1962-09-30 00:00:00,Unprovoked,BRITISH WEST INDIES,Grand Turk Island,Long Cay,Spearfishing,M,left thigh & hand & speargun bitten,N," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] ","H.D. Baldridge, p.197",1962.09.30-Vickrey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.09.30-Vickrey.pdf,2429,No
1962.09.22,1962-09-22 00:00:00,Unprovoked,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,M,"left arm severely bitten, surgically amputated",N,,C.G. Robles,1962.09.22-Valenzuela.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.09.22-Valenzuela.pdf,2428,No
1962.09.13,1962-09-13 00:00:00,Unprovoked,SOUTH ATLANTIC OCEAN,Off coast of West Africa,Off the passenger liner Stirling Castle,,M,"fatal, he died within minutes of being hauled back onboard the stirling castle",Y,,"Daily Express (London), et. al, 9/22/1962 ",1962.09.13-MacIver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.09.13-MacIver.pdf,2427,No
1962.09.02,1962-09-02 00:00:00,Unprovoked,ITALY,Tyrrhenian Sea,"Circeo, Secca del Quadro",Spearfishing,M,"fatal, multiple injuries to both legs",Y,White shark,"A. De Maddalena & C. Moore, GSAF; Carletti (1973), Gianturco (1978), Marini (1989), Gilioli (1989), Giudici & Fino (1989); E. Tortonese; H.D. Baldridge, p.183. Note: A.Resciniti, p.104 lists date as 22-Sep-1962",1962.09.02-Sarra.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.09.02-Sarra.pdf,2426,No
1962.08.31.R,1962-08-31 00:00:00,Provoked,ISRAEL,Sharon,2 km north of Apollonia,Fishing,M,"details unknown, possibly a provoked incident",,2.5 m [8.25'] shark,"C. Moore, GSAF",1962.08.31.R-Israel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.31.R-Israel.pdf,2425,No
"1962,08.30.b",1962-08-30 00:00:00,Boat,TURKEY,Antalya Province,Ucagiz,,M,no injury,N,,"C.Moore, GSAF",1962.08.30.b-pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.30.b-pdf,2424,No
1962.08.30.a,1962-08-30 00:00:00,Provoked,PAPUA NEW GUINEA,Northern District,Kufulu Point,Fishing,M,posterior lower left leg lacerated by netted shark provoked incident,N,"""A long thin brown-colored shark""",SAF Case #1192,1962.08.30.a-Setiro.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.30.a-Setiro.pdf,2423,No
1962.08.29,1962-08-29 00:00:00,Provoked,USA,California,"Solana Beach, San Diego County",Diving,M,"struck shark with abalone bar to scare it away from abalone, but shark bit his shoulder  provoked incident",N,"Horn shar,k Heterodontus francisci, 1.2 m [4'] ","SAF Case #1059; D. Miller & R. Collier; R. Collier, p. xxv; H.D. Baldridge, p.164  ",1962.08.29-Harris.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.29-Harris.pdf,2422,No
1962.08.26,1962-08-26 00:00:00,Boat,USA,Florida,6 miles north of Palm Beach,,,"no injury to occupants, sharks tore max butcher's life jacket & pants",N,,"New York Post, 8/27/1962; SAF Case #1061",1962.08.26 - Thorne.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.26 - Thorne.pdf,2421,No
1962.08.23,1962-08-23 00:00:00,Boat,SOUTH AFRICA,Western Cape Province,Robbesteen,Fishing,,"no injury to occupants, shark hit boat, lifting it from the water, bit & dented propeller",N,4.3 m [14'] shark,GSAF,1962.08.23-HolmesBoat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.23-HolmesBoat.pdf,2420,No
1962.08.19,1962-08-19 00:00:00,Unprovoked,USA,Texas,"Off Andy Bowie Park, Padre Island, near Port Isabel",Fishing,M,"fatal, lower right leg bitten",Y,Unknown,"J. A. Hockaday, M.D.",1962.08.19-Fix.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.19-Fix.pdf,2419,No
1962.08.12,1962-08-12 00:00:00,Unprovoked,USA,New Jersey,"Manasquan, Ocean County",Standing,M,left thigh & hand bitten,N,1.8 m [6'] shark," L. Schultz & M. Malin, p.514, et.al.",1962.08.12 - Roman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.12 - Roman.pdf,2418,No
1962.08.01,1962-08-01 00:00:00,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Pekinberui Village, Tabar Island",Spearfishing,M,"fatal, right thigh severely bitten, right ankle lacerated",Y,,P.M. Moodie,1962.08.01-Tarara.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.01-Tarara.pdf,2417,No
1962.08.00.b,1962-08-01 00:00:00,Unprovoked,ITALY,Tyrrhenian Sea,"Circeo, Secca del Faro",Diving,M,no injury,N,White shark,"A. De Maddalena; Carletti (1973), Giudici & Fino (1989)",1962.08.00.b-Mattacchione.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.00.b-Mattacchione.pdf,2416,Yes
1962.08.00.a,1962-08-01 00:00:00,Unprovoked,SENEGAL,Cap Vert Peninsula,nan,Netting,M,ankle bitten,N,3.5 m shark,S. Trape,1962.08.00.a-Senegal.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.00.a-Senegal.pdf,2415,Yes
1962.07.28,1962-07-28 00:00:00,Unprovoked,USA,South Carolina,"Off Hilton Head, Beaufort County",Standing,M,lacerations on left foot & hand,N,1.8 m to 2.4 m [6' to 8'] shark,R. Stein,1962.07.28-Stein.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.07.28-Stein.pdf,2414,No
1962.07.20,1962-07-20 00:00:00,Provoked,MADAGASCAR,nan,"Onboard tuna boat, M.V. Toscui Maru",Finning,M,right calf lacerated by boated shark provoked incident,N,"2 m [6'9""] shark",J. D'Aubrey,1962.07.20-Masnori.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.07.20-Masnori.pdf,2413,No
1962.07.19,1962-07-19 00:00:00,Provoked,USA,California,30 miles south of San Clemente Island,Fishing,M,"2 lacerations on left hand by hooked shark, provoked incident",N,Blue shark,"R. Zarkas; San Diego Union, 7/30/1962 ",1962.07.19-Cervantes.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.07.19-Cervantes.pdf,2412,No
1962.07.10,1962-07-10 00:00:00,Unprovoked,USA,Georgia,"St. Simons Island or Jeykll Island, Glynn County",Playing,M,"cuts on fingers, hand & wrist",N,,L.H. Hancock,1962.07.10-Hancock.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.07.10-Hancock.pdf,2411,No
1962.07.07,1962-07-07 00:00:00,Unprovoked,USA,Georgia,"Jekyll Island, Glynn County",,M,laceration on hand,N,,"J. M. Hicks, M.D.; Washington Star, 7/14/1962",1962.07.07-Duncan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.07.07-Duncan.pdf,2410,No
1962.07.03.R,1962-07-03 00:00:00,Invalid,GREECE,Cyclades,Near Mykonos Island,,,no injury,N,5.5 m [18'] shark,"C. Moore, GSAF",1962.07.03.R-Greece.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.07.03.R-Greece.pdf,2409,No
1962.06.25,1962-06-25 00:00:00,Invalid,USA,Florida,"Fernandina Beach, Nassau County",Missing,M,fatal,Y,Shark involvement not confirmed,SAF Case #1106,1962.06.25-NV-AirForce-bailout.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.25-NV-AirForce-bailout.pdf,2408,No
1962.06.21,1962-06-21 00:00:00,Boat,SOUTH AFRICA,Western Cape Province,"Millers Point, False Bay",,,"no injury to occupants, shark charged boat, then 2 more sharks hit boat, oar grabbed, boat finally drifted ashore at 02h00",N,2.7 m to 3 m [9' to 10'] sharks,"M. Levine, GSAF",1962.06.21-MillersPointBoat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.21-MillersPointBoat.pdf,2407,No
1962.06.17,1962-06-17 00:00:00,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",,M,"8"" laceration on left calf",N,1.8 m [6'] shark,"D. Reed; Hobart Gazette, 6/28/ 1962 s",1962.06.17-BarryReed.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.17-BarryReed.pdf,2406,No
1962.06.11.b,1962-06-11 00:00:00,Unprovoked,USA,California,San Francisco Bay,Escaping,M,2 toes bitten off,N,,"San Francisco Chronicle, 5/3/1986",1962.06.11.c-Anglin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.11.c-Anglin.pdf,2405,No
1962.06.11.b,1962-06-11 00:00:00,Unprovoked,USA,California,San Francisco Bay,Escaping,M,"fatal, but shark involvement uncomfirmed. death may have been due to drowning.",Y,,"San Francisco Chronicle, 5/3/1986",1962.06.11.b-Anglin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.11.b-Anglin.pdf,2404,No
1962.06.11.a,1962-06-11 00:00:00,Unprovoked,USA,California,San Francisco Bay,Escaping,M,"fatal, but shark involvement uncomfirmed. death may have been due to drowning.",Y,,"San Francisco Chronicle, 5/3/1986",1962.06.11.a-Morris.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.11.a-Morris.pdf,2403,No
1962.06.10.b,1962-06-10 00:00:00,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Mouth of Suareng River, a mile from Taludig",Washing,M,"fatal, chest & leg bitten",Y,Possibly a bronze whaler shark,"L. Malcolmson, Fisheries Officer",1962.06.10.b-boy-Aitape.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.10.b-boy-Aitape.pdf,2402,No
1962.06.10.a,1962-06-10 00:00:00,Unprovoked,USA,South Carolina,"Hilton Head, Beaufort County",Standing,M,thigh bitten,N,,"F. Glenn; Dr. H.C. Yeatman; D. E. Gatch, M.D. ",1962.06.10.a-Glenn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.10.a-Glenn.pdf,2401,No
1962.06.07,1962-06-07 00:00:00,Boat,AUSTRALIA,Western Australia,Emu Point,Fishing,,"no injury to occupant, shark grabbed anchor rope, pulling bow of boat downward & then bit bow of boat",N,,"West Australian (Perth), 6/8/1962 ",1962.06.07-StephensenBoat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.07-StephensenBoat.pdf,2400,No
1962.06.04,1962-06-04 00:00:00,Provoked,USA,California,"12' tank at Steinhart Aquarium, San Francisco",Diving,M,right forearm bitten provoked incident,N," Sevengill  shark, 1.2 m [4'] ","San Francisco Chronicle, 6/5/1962; H.D. Baldridge, p.183",1962.06.04-Green.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.04-Green.pdf,2399,No
1962.06.03,1962-06-03 00:00:00,Unprovoked,USA,Florida,"Riviera Beach, near Palm Beach Inlet, Palm Beach County",Diving,M,left foot bitten,N,,"M. Vorenberg; Palm Beach Post, 6/4/1962 ",1962.06.03-Dammann.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.06.03-Dammann.pdf,2398,No
1962.05.29,1962-05-29 00:00:00,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",,M,bitten on leg or ankle,N,,M. Vorenberg,1962.05.29-Jupiter-boy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.05.29-Jupiter-boy.pdf,2397,No
1962.05.12,1962-05-12 00:00:00,Sea Disaster,USA,California,"8 miles off Newport Beach, Orange County",,,bodies of 5 of the 6 men on board were bitten by by sharks. sharks may have contributed to the death of some of them.,Y,,"Enquirer & News (Battle Creek, MI), 5/14/1962; L. Schultz & M. Malin, p.562",1962.05.12-HappyJack.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.05.12-HappyJack.pdf,2396,No
1962.05.00.R,1962-05-01 00:00:00,Boat,FIJI,Viti Levu,Near Suva,Fishing,M,"no injury, sharks rammed boat and bit outboard motor",N,,"Yorkshire Evening News, 5/5/1962",1962.05.00-Suva-Fiji.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.05.00-Suva-Fiji.pdf,2395,Yes
1962.04.20,1962-04-20 00:00:00,Provoked,AUSTRALIA,Queensland,Nobbys Beach,Fishing,M,"no injury to occupants, hooked shark cracked hull provoked incident",N,"Bronze whaler shark, 3.7 m [12'] ","Sydney Daily Telegraph, 4/21/1962 ",1962.04.20-Sturdy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.04.20-Sturdy.pdf,2394,No
1962.04.09,1962-04-09 00:00:00,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Swimming,M,"leg bitten, surgically amputated at knee",N,,"M. Levine, GSAF;P.H. Jacques, M.D.;  D. Davies, pp.126-127",1962.04.09-Martin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.04.09-Martin.pdf,2393,No
1962.04.07,1962-04-07 00:00:00,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umhlali,Wading,M,left ankle & foot bitten,N,"Zambesi shark, 1.2 m [4'] ","D. Davies, p.117; D. Blane, M. Levine, GSAF ",1962.04.07-Blane.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.04.07-Blane.pdf,2392,No
1962.04.05,1962-04-05 00:00:00,Provoked,SOUTH AFRICA,Eastern Cape Province,East London,Fishing,M,hooked shark bit boat provoked incident,N,4.9 m [16']shark,T. Wallett,1962.04.05-Cockroft.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.04.05-Cockroft.pdf,2391,No
1962.03.25.b,1962-03-25 00:00:00,Provoked,NEW ZEALAND,"Off the Coromandel Peninsula, North Island",Alderman Islands,,M,left foot bitten by hooked shark provoked incident,N,1.8 m [6'] shark ,"Christchurch Star, 3/26/1962",1962.03.25.b-Luxton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.03.25.b-Luxton.pdf,2390,No
1962.03.25.a,1962-03-25 00:00:00,Boat,AUSTRALIA,New South Wales,Norah Head,Fishing,,no injury to occupants. shark holed boat & they swam 200 yards to shore,N,"Bronze whaler shark, 4.6 m [15'] ",Sunday Mirror (Sydney),1962.03.25.a-KempBoat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.03.25.a-KempBoat.pdf,2389,No
1962.03.24,1962-03-24 00:00:00,Unprovoked,PAPUA NEW GUINEA,Madang,Matukar village,Swimming,M,"fatal, calf bitten, other leg severed below knee",Y,Possibly a bronze whaler shark,"South Pacific Post (Port Moresby) 3/4/1962; L. Malcolmson, Fisheries Officer ",1962.03.24-Kes.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.03.24-Kes.pdf,2388,No
1962.02.23,1962-02-23 00:00:00,Unprovoked,PAPUA NEW GUINEA,Central Province,Fishermans Island near Port Moresby,Swimming,M,torso lacerated,N,1.2 m  [4'] shark,"South Pacific Post, 2/27/1962; V.M. Coppleson (1962), p.248",1962.02.23-Hekure.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.23-Hekure.pdf,2387,No
1962.02.18,1962-02-18 00:00:00,Provoked,NEW ZEALAND,Southland,Long Beach,Swimming,M,"mistook shark's tail for kelp & grabbed it, legs abraded by shark's fins provoked incident",N,1.8 m [6'] shark,"SAF Case #1118; Southland Daily News 2/20/1962, ",1962.02.18-Mason.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.18-Mason.pdf,2386,No
1962.02.15,1962-02-15 00:00:00,Unprovoked,AUSTRALIA,Queensland,Between Smiths Rock & Moreton Island,Fishing,M,middle finger of right hand lacerated,N,3.7 m [12'] shark,"Brisbane Courier Mail, 2/16/1962",1962.02.15-Hansen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.15-Hansen.pdf,2385,No
1962.02.07,1962-02-07 00:00:00,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,Swimming,M,"fatal, calf bitten twice",Y,,"M. Levine, J. D'Aubrey, GSAF; D. Davies, pp.114-116",1962.02.07-Hoogvorst.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.07-Hoogvorst.pdf,2384,No
1962.02.05,1962-02-05 00:00:00,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,Treading,M,"fatal, tissue removed from thigh, femoral artery severed",Y,"White shark, 3 m ","M. Nielsen, M. Levine, GSAF; D. Davies, p.115",1962.02.05-Nielsen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.05-Nielsen.pdf,2383,No
1962.02.04,1962-02-04 00:00:00,Unprovoked,AUSTRALIA,Queensland,Greenmount Beach,Swimming,M,shin bitten,N,60 cm  shark ,"Courier Mail (Brisbane), 2/5/1962",1962.02.04-Maloney.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.04-Maloney.pdf,2382,No
1962.02.02,1962-02-02 00:00:00,Boat,NEW ZEALAND,North Island,South of New Plymouth,Fishing,,nan,,,SAF Case #1125,1962.02.02-NV-Burkitt-Brooke-launch.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.02-NV-Burkitt-Brooke-launch.pdf,2381,No
1962.02.00,1962-02-01 00:00:00,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,"North Coast, Guadalcanal Island",Swimming,M,"fatal, shoulder & thigh bitten",Y,,"Auckland Herald, 2/26/1962",1962.02.00-Loloi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.00-Loloi.pdf,2380,Yes
1962.01.27,1962-01-27 00:00:00,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,Splashing,M,"left hand injured: gash on back of hand, toothmarks on palm",N,1.5 m [5'] shark,"R. Weeks, GSAF; V.M. Coppleson (1962), p.247; H. D. Baldridge, p.16",1962.01.27-McEwan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.27-McEwan.pdf,2379,No
